,Clave,Descripción,Existencia,Unidad
2982,CEAL-4,Cepillo Limpiador de Terminales 4en1,1.0,PIEZA
2983,CH-3,"Mini Chancla para Carpintero 1""",0.0,PIEZA
2984,CHP-17X,"Caja p/Herramienta 17"" Industrial",4.0,PIEZA
2985,CLICK-F,"Conector Rápido Hembra, Sistema Click",2.0,PIEZA
2986,CLICK-M,Conector Rápido Macho ABS,0.0,PIEZA
2987,CLICK-SET,"Jgo de 2 Conectores Sistema Click 3/4""",1.0,JGO
2988,COMBO-201,"Manguera Reforzada 1/2"" y Portamanguera",2.0,JGO
2989,CONO-90R,Cono de Precaución 90cm c/Reflejante,0.0,PIEZA
2990,COT-16,"Mini Cortador de Tubo de Cobre 5/8""",3.0,PIEZA
2991,CPE-16N,"Caja para Pesca 16"" Tapa Naranja",2.0,PIEZA
2992,CREM-7/8X45,Cuerda con Ganchos para Remolque 4.5m,0.0,PIEZA
2993,CU-C4/5,"Cuchilla para Cepillo de Carpintero 2""",3.0,PIEZA
2994,CV-5X,"Cortador de Vidrio, con 6 Cuchillas",12.0,PIEZA
2995,CZN-18,"Cazanga 18""",1.0,PIEZA
2996,D-3454,"Dado 3/4"" x 1-11/16"" 12 puntas",0.0,PIEZA
2997,D-3454-H,"Dado de 3/4"" x 1-11/16""",0.0,PIEZA
2998,DECA-25,Destapacaños 7.6m c/Alma de Nylón,4.0,PIEZA
2999,DECA-25X,Destapacaños con Alma de Acero 7.6m,5.0,PIEZA
3000,DES-MINI-2,Desarmadores Mini 9cm 2pzas,0.0,JGO
3001,DICOF-4512,"Disco de Corte Extra Fino d/Metal 4-1/2""",20.0,PIEZA
3002,DOTU-5075,"Doblador de Tubo Conduit, hasta 3/4""",2.0,PIEZA
3003,DOTU-75100,"Doblador de Tubo Conduit, hasta 1""",0.0,PIEZA
3004,DT-4,Desarmador 6 en 1 con Puntas Dobles,3.0,PIEZA
3005,DTROM-12B,Desarmador tipo Trompo c/Matraca 6Puntas,0.0,JGO
3006,EFT-9X,"Escuadra Falsa, Mango de Madera 9""",0.0,PIEZA
3007,ESLI-310,"Eslinga Ojo a Ojo 3""x10m",1.0,PIEZA
3008,EST-32,"Escalera tipo Tijera T3, 2 Peldaños",0.0,PIEZA
3009,EST-33,"Escalera tipo Tijera T3, 3 Escalones",0.0,PIEZA
3010,ET-6FX,"Espátula Flexible 6"", Acero Inoxidable",0.0,PIEZA
3011,ETA-10X,"Espátula Tapizadora de Inox 10""",0.0,PIEZA
3012,EX-P3,"Extractor de Poleas de 3 Quijadas 3""",1.0,PIEZA
3013,EX-PIT-P,"Extractor Pitman 63mm de 3/4""",0.0,PIEZA
3014,EXT-13,Extractor tipo Pata de Gallo 13pzas,6.0,PIEZA
3015,EXT-5,Extractor de Tornillos 5pzas,0.0,JGO
3016,FA-5M,Flexómetro Auto-Lock 5m,0.0,PIEZA
3017,FAJA-L,"Faja con Tirantes Ajustables, G",3.0,PIEZA
3018,FAJA-S,"Faja con Tirantes Ajustables, CH",2.0,PIEZA
3019,FAJA-XL,Faja con Tirantes Ajustables EG,0.0,PIEZA
3020,FH-55M,Flexómetro Gripper 5.5m,1.0,PIEZA
3021,FISE,"Filtro Separador de Agua y Aceite 1/4""",4.0,PIEZA
3022,GAPA-2EM,Gato de Patín 2Ton,0.0,PIEZA
3023,GAS-220X,Lata de Gas Butano/Propano 1/4 de Vuelta,6.0,PIEZA
3024,GAT-2,Gato de Botella 2Ton,0.0,PIEZA
3025,GNY-20,Guía de Nylon para Cable 20m,4.0,PIEZA
3026,GNY-30,Guía de Nylón para Cable 30m,2.0,PIEZA
3027,GT-26,"Guadaña tipo Austriaca 26""",0.0,PIEZA
3028,GU-331,Guantes de Látex c/Neopreno CH,1.0,PAR
3029,GU-333,Guantes de Látex c/Neopreno G,0.0,PAR
3030,GU-352,Guantes para Pintor de Látex M,0.0,PAR
3031,GU-353,Guantes para Pintor de Látex G,1.0,PAR
3032,GU-412,"Guantes para Jardinería, Mediano",4.0,PAR
3033,GU-615,Guantes para Mecánico Puño Ajustado,1.0,PAR
3034,GUIA-15,Guía para Cable 15m,1.0,PIEZA
3035,GUIA-30,Guía para Cable 30m,0.0,PIEZA
3036,INCO-400,Inversor de Corriente 400W c/USB,0.0,PIEZA
3037,INCO-750,Inversor de Corriente 750W con USB,0.0,PIEZA
3038,INF-12,Sellador de Llantas 340g,1.0,PIEZA
3039,J-MATA-40,Juego de Machuelos y Tarrajas 40pzas,0.0,JGO
3040,JD-3/8X9LM,"Juego de Dados Largos 3/8"" MM 9pzas",0.0,JGO
3041,JOY-32,Juego Desarmadores para Joyero 32pzas,3.0,JGO
3042,JOY-43,Desarmador de Joyero con 42 Puntas,2.0,JGO
3043,JPM-5,Juego Piedras Montadas Fresas 5pzas,0.0,JGO
3044,JPT-3/8X10,"Juego de Dados Torx 3/8"", 10pzas",0.0,JGO
3045,KIT-ROPI-915,"Kit para Pintor, 3pzas",5.0,JGO
3046,KITB-6,Juego de Brocasierras Bimetálicas 8pzas,0.0,JGO
3047,LAT-1300,Lámpara de Trabajo LED Recargable 600lm,0.0,PIEZA
3048,LAT-280,Lámpara de Taller LED Recargable 280lm,0.0,PIEZA
3049,LEDE-EZ,"Lentes de Seguridad VISION, Espejo Azul",1.0,PIEZA
3050,LEDE-SA,Lentes de Seguridad Ámbar VISION,2.0,PIEZA
3051,LEDE-ST-R,Lentes de Seguridad c/Banda Elástica,0.0,PIEZA
3052,LEN-2000,"Lentes de Seguridad Ajustables, Transpar",0.0,PIEZA
3053,LEN-2000N,"Lentes de Seguridad Ajustables, Gris",3.0,PIEZA
3054,LEN-LT,Lentes de Seguridad UltraLite Transparen,0.0,PIEZA
3055,LEN-LZ,Lentes de Seguridad UltraLite Azul,0.0,PIEZA
3056,LIJO-6,Juego de Limas para Joyero 6pzas,0.0,JGO
3057,LILE-11T,Linterna Recargable de Led 200Lm,3.0,PIEZA
3058,LL-3Q-FA,Llave Universal para Filtro de Aceite,14.0,PIEZA
3059,LL-FA-MA,Llave de 3 Puntos p/Filtro de Aceite,0.0,PIEZA
3060,LT-152,Lona Reforzada 1.5X2m 180g/m2 Gris,0.0,PIEZA
3061,LT-23X,Lona Uso Rudo 2x3m 240g/m2 Verde Olivo,0.0,PIEZA
3062,LT-33,Lona Reforzada 3x3m 180g/m2 Gris,0.0,PIEZA
3063,LT-33Z,Lona Reforzada 3X3m 180g/m2 Azul,0.0,PIEZA
3064,LT-34,Lona Reforzada 3x4m 180g/m2 Gris,0.0,PIEZA
3065,LT-34X,Lona Uso Rudo 3x4m 240g/m2 Verde Olivo,0.0,PIEZA
3066,LT-44,Lona Reforzada 4x4m 180g/m2 Gris,0.0,PIEZA
3067,LT-45,Lona Reforzada 4x5m 180g/m2 Gris,0.0,PIEZA
3068,LT-45X,Lona Uso Rudo 4x5m 240g/m2 Verde Olivo,0.0,PIEZA
3069,LT-45Z,Lona Reforzada 4x5 180g/m2 Azul,0.0,PIEZA
3070,LT-46X,Lona Uso Rudo 4x6m 240g/m2 Verde Olivo,0.0,PIEZA
3071,LT-46Z,Lona Reforzada 4X6m 180g/m2 Azul,0.0,PIEZA
3072,LT-55,Lona Reforzada 5x5m 180g/m2 Gris,0.0,PIEZA
3073,LT-56,Lona Reforzada 5x6m 180g/m2 Gris,0.0,PIEZA
3074,LT-57,Lona Reforzada 5x7m 180g/m2 Gris,0.0,PIEZA
3075,LT-612,Lona Reforzada 6X12m 180g/m2 Gris,0.0,PIEZA
3076,LT-612Z,Lona Reforzada 6X12m 180g/m2 Azul,0.0,PIEZA
3077,LT-66,Lona Reforzada 6x6m 180g/m2 Gris,0.0,PIEZA
3078,LT-914,Lona Reforzada 9x14m 180g/m2 Gris,0.0,PIEZA
3079,M-22P,Cinta de Aislar #22 9mx19mm,20.0,PIEZA
3080,MAG-DES,Magnetizador / Desmagnetizador,3.0,PIEZA
3081,MAN-AERO-35,"Manguera para Pistola Aerográfica 1/4""",2.0,PIEZA
3082,MARA-C,"Machete tipo Ranchero Curvo 15-3/4""",0.0,PIEZA
3083,MART-20X,Martelina Talacho-Pico 20oz,2.0,PIEZA
3084,MART-PP,"Martelina Pico-Pico, Mango de Madera",2.0,PIEZA
3085,MART-TP,"Martelina Talacho-Pico, Mango de Madera",1.0,PIEZA
3086,MAW-54C,Malacate de Manivela c/Cable 650Kg,1.0,PIEZA
3087,MD-2M,"Marro Octagonal 2Lb con Mango de 12""",0.0,PIEZA
3088,MG-TR-82F,Mango Telescópico de Fibra de Vidrio,0.0,PIEZA
3089,MOR-16,Martillo Pulido de Uña Recta 16oz,0.0,PIEZA
3090,MTT-7,Martillo Tapicero de 7oz,0.0,PIEZA
3091,NP-12,"Nivel Profesional 12""",0.0,PIEZA
3092,NP-36,"Nivel Profesional 36""",2.0,PIEZA
3093,ORG-11,"Organizador 9"" con 11 Divisiones",10.0,PIEZA
3094,ORG-15,"Organizador de 11"" 15 Divisiones",3.0,PIEZA
3095,ORG-17X,"Organizador Reforzado 17"" c/17 Divisione",1.0,PIEZA
3096,ORG-18,"Organizador 14"" con 18 Divisiones",3.0,PIEZA
3097,ORG-64,Organizador con 64 compartimentos,4.0,PIEZA
3098,P7-15TS,"Puntas Torx de Seguridad, Largo 1"" 7pzas",1.0,JGO
3099,PA-AH,"Pintura en Aerosol, Azul Holandés 400ml",5.0,PIEZA
3100,PA-NB,"Pintura en Aerosol, Negro Brillante 400m",0.0,PIEZA
3101,PA-NM,"Pintura en Aerosol, Negro Mate 400ml",2.0,PIEZA
3102,PAF-VE,Pintura en Aerosol 400ml Verde Neón,1.0,PIEZA
3103,PAM-PL,"Pintura en Aerosol Metálico, Plata 400ml",0.0,PIEZA
3104,PAPLA-12,Pala Sanitaria Cabeza Plastica Puño en Y,0.0,PIEZA
3105,PE-CA-X,"Pinza Pleacables Automática 6"" Presición",0.0,PIEZA
3106,PEC-AUT,"Pinza Pela Cables Automática 8""",0.0,PIEZA
3107,PEP-P,"Pala Espadón T-2000 24""",0.0,PIEZA
3108,PET-12C,"Llave Ajustable Profesional 12"" Cromado",0.0,PIEZA
3109,PET-15C,"Perico Profesional Cromado 15""",0.0,PIEZA
3110,PET-8C,"Perico Profesional Cromado 8""",0.0,PIEZA
3111,PI-AE,Pistola para Aerosol,0.0,PIEZA
3112,PIAN-4,Pinza p/Anillos de Retención Intercambia,0.0,JGO
3113,PIES-53436,"Piedra para Esmeril 5"" x 3/4"" Óxido Alum",0.0,PIEZA
3114,PIES-63460T,"Piedra para Esmeril 6"" x 3/4"" Carb Silic",1.0,PIEZA
3115,PIPE-1/2,Pistola Eléctrica para Silicón 25W,2.0,PIEZA
3116,PIPI-210,Pistola de Pintura 20-50PSI,2.0,PIEZA
3117,PIPI-310,Pistola para Pintar de Succión Serie 300,0.0,PIEZA
3118,PISCA-A,"Pistola de Calor Profesional 2,000W",0.0,PIEZA
3119,PLOM-1L,Plomada #1 de Latón con Centro,0.0,JGO
3120,PM-CD4,"Pinza de Corte Diagonal Comfort Grip 4""",1.0,PIEZA
3121,POHE-12C,Portaherramientas de Carnaza 12 Comparti,0.0,PIEZA
3122,PORMA-50,Portamanguera de Pared,0.0,PIEZA
3123,PPT-10C,"Pinza de Presión Curva 10""",0.0,PIEZA
3124,PPT-9PL,"Pinza de Presión Punta Larga 9""",0.0,PIEZA
3125,PR-409,Pistola Plástica c/Recubrimiento Riego,1.0,PIEZA
3126,PRE-1/3,Bomba de Agua Presurizadora 1/3HP,0.0,PIEZA
3127,PREH-12G,"Prensa Hidráulica tipo ""H"" c/Gato 12Ton",0.0,PIEZA
3128,PROCO-14,Probador de Corriente Alterna 14cm,4.0,PIEZA
3129,PROCO-14X,Probador de Corriente Directa 14cm,3.0,PIEZA
3130,PROCO-20,Probador de Circuitos 20cm con Caimán,0.0,PIEZA
3131,PROSO-3,Polainas de Carnaza para Soldar,1.0,PIEZA
3132,PROSO-4,Capucha de Carnaza para Soldar,1.0,PIEZA
3133,PUN-100,"Puntas 1"" para Desarmador 100pzas",1.0,JGO
3134,R-16AM,Rastrillo Jardinero Classic,3.0,PIEZA
3135,R-16AMF,"Rastrillo Jardinero 16"" Fibra de Vidrio",0.0,PIEZA
3136,RASP-1,"Mini Raspador con Navaja 1-1/2""",2.0,PIEZA
3137,REGLA-22,Regleta Calibradora d/Tuercas/Tornillos,0.0,PIEZA
3138,REMA-1/2,"Reparador Plástico para Manguera 1/2""",2.0,PIEZA
3139,REP-ACA-6X,Repuesto de Segueta para ACA-6X 8pzas,2.0,PIEZA
3140,REP-CH7-2,Cuchilla de Repuesto p/Cepillo CH-7,0.0,PIEZA
3141,REP-NM-10,Cuchilla de Repuesto para NM-10 y NM-6,1.0,JGO
3142,ROPI-911T,"Rodillo p/Pastas y Texturizados 9"" PVC",0.0,PIEZA
3143,ROTO-1/2A7,"Rotomartillo Profesional 1/2"" 600W",0.0,PIEZA
3144,SET-124,Jgo de Herramientas de Mecánico 119pzas,0.0,JGO
3145,ST-10100A,"Sierra Circular p/Aluminio 10"", 100D",1.0,PIEZA
3146,ST-1080,"Sierra Circular para Madera 10"" x 5/8""",1.0,PIEZA
3147,ST-1080A,"Sierra Circular p/Aluminio 10"" x 5/8""",3.0,PIEZA
3148,ST-1280A,"Sierra para Aluminio12"", Centro 1""",3.0,PIEZA
3149,ST-1280E,"Sierra para Madera 12"" x 1"" 80 Dientes",2.0,PIEZA
3150,ST-760,"Sierra Circular 7-1/4"" para Madera",1.0,PIEZA
3151,T-460-12XB,"Machete tipo Rambo 12"" Cacha Negra",2.0,PIEZA
3152,T-460-20P,"Machete Estándar 20"" Cacha Naranja",1.0,PIEZA
3153,TA-3B,Tapón Auditivo d/Triple Barrera c/Cordón,31.0,PIEZA
3154,TABU-2,"Taburete de 2 Escalones, 136Kg",0.0,PIEZA
3155,TAC,Tapón Auditivo de Espuma con Cordón,11.0,PIEZA
3156,TAPI-13,"Taladro de Piso 5/8"" x 13""",0.0,PIEZA
3157,TH-2.5M,Talacho-Hacha 2.5lb,0.0,PIEZA
3158,TJA-1,"Rastrillo-Pico Jardinero 16""",0.0,PIEZA
3159,TJA-2,"Talacho Pico Mango de Madera 16""",2.0,PIEZA
3160,TORQ-1/2,"Torquímetro de Trueno 1/2"" 150ft/lb",0.0,PIEZA
3161,TP-5F,Talacho-Pico 5lb Mango Fibra de Vidrio,0.0,PIEZA
3162,TP30ME,Cinta Metrica Larga Carcasa Plastica 30m,0.0,PIEZA
3163,TR-BYC,Pala Cajuelera Cuadrada T-2000,0.0,PIEZA
3164,TRA-PRO-L,"Conjunto Impermeable, Talla G",1.0,JGO
3165,TRA-PRO-M,"Conjunto Impermeable, Talla M",2.0,JGO
3166,TRA-PRO-XL,"Conjunto Impermeable, Talla XG",1.0,JGO
3169,UNI-603428,"Dado con Punta Hexagonal 1/2""x19mm",2.0,PIEZA
3170,UNI-620208,Accesorio para Resortes de Válvulas 25mm,1.0,PIEZA
3171,UNI-620262,Herramienta para el Magneto y Piñón,2.0,PIEZA
3172,UNI-620263,Arco para Resorte de Válvulas de Moto,2.0,PIEZA
3173,UNI-620270,Extractor de Volante M24x1.5,2.0,PIEZA
3174,UNI-620271,Extractor de Volante M26x1,1.0,PIEZA
3175,UNI-620272,Extractor de Volante M28x1,2.0,PIEZA
3176,UNI-620273,Extractor de Volante M30x1,1.0,PIEZA
3177,UNI-620274,Extractor de Volante M30x1.5,0.0,PIEZA
3178,UNI-620275,Extractor de Volante M35x1.5,0.0,PIEZA
3179,UNI-620277,Extractor de Volante M50x1.5,1.0,PIEZA
3180,UNI-620278,Extractor de Volante c/Rosca Exterior,0.0,PIEZA
3181,UNI-620279,Extractor de Volante c/Rosca Exterior,1.0,PIEZA
3182,UNI-620280,"Dado de 1/2""x3/4"" Pared Delgada 6ptas",1.0,PIEZA
3183,UNI-620281,"Dado de 1/2""x5/8"" Pared Delgada 6ptas",1.0,PIEZA
3184,UNI-620282,"Dado de 1/2""x19mm Pared Delgada 6ptas",1.0,PIEZA
3185,UNI-620286,Herramienta para Tensar Correa de Moto,2.0,JGO
3186,UNI-620567,Accesorio para Resortes de Válvulas 21mm,0.0,PIEZA
3187,UNI-623187,Convertidor p/Caja de Clutch c/Estrella,2.0,JGO
3188,UNI-623188,Portaherramientas p/Convertidor Universa,2.0,JGO
3189,UNI-623215,"Dado para Bujía 3/8""x16mm",0.0,PIEZA
3190,UNI-623216,"Dado para Bujía 3/8""x18mm",0.0,PIEZA
3191,UNI-623217,"Dado para bujía 3/8""x21mm",1.0,PIEZA
3192,UNI-623218,Accesorio para Resortes de Válvulas 17mm,2.0,PIEZA
3193,UNI-623220,Herramienta para Cadena de Motocicleta,0.0,JGO
3194,UNI-623246,Sujetador de Varilla de Amortiguador,1.0,PIEZA
3195,UNI-626629,Extractor de Baleros Interiores,1.0,JGO
3198,8207M,Destornillador bimaterial de caja 7mm,0.0,PIEZA
3199,HSA38,"Mandril Guía 3/8"" Zanco Hexagonal",2.0,PIEZA
3200,PLUU,Pluma tinta Negra,0.0,PIEZA
3201,URR-206G,"Pinza Corte Diagonal 6-1/64""",0.0,PIEZA
3202,URR-226G,"Pinza Punta Larga Corte Lateral 6-5/8""",2.0,PIEZA
3203,URR-2309,Separador p/Rotulas de Dirección 8pzas,1.0,JGO
3204,URR-23500,Probador de Circuitos c/Terminal,0.0,JGO
3205,URR-23503,Probador de Circuitos Punta Larga 24V,0.0,PIEZA
3206,URR-2358,Trabador de Árbol de Levas 19pzas,3.0,JGO
3207,URR-269G,"Pinza para Electricista 9-5/16""",0.0,PIEZA
3208,URR-297,Pinza Pelacable 10-20AWG con Seguro,2.0,PIEZA
3209,URR-349,Cortatubos-Avellanador 3pzas,0.0,JGO
3210,URR-375,"Pinza Convertible p/Anillos 0.070"" x 45°",3.0,PIEZA
3211,URR-376,"Pinza Convertible p/Anillos 0.070"" x 90°",0.0,PIEZA
3212,URR-377,"Pinza Convertible p/Anillos 0.090"" x 0°",0.0,PIEZA
3213,URR-3914,Pinzas para Anillos de Retención 45° Ext,3.0,PIEZA
3214,URR-398,Pinzas p/Anillos Retención Interior 45°,3.0,PIEZA
3215,URR-4708T,"Dado 1/4"" 12puntas 1/4""",4.0,PIEZA
3216,URR-4763,"Extensión de 1/4"" x 14""",4.0,PIEZA
3217,URR-49-7BP,Llave Hexagonal L Punta de Bola 7mm,4.0,PIEZA
3218,URR-49-9BP,Llave Hexagonal L Punta de Bola 9mm,3.0,PIEZA
3219,URR-49824,Jgo Combinado de Llaves Hexagonales 24pz,0.0,JGO
3220,URR-5006HM,"Dado Largo 3/8"" 6ptas 6mm",5.0,PIEZA
3221,URR-5007HM,"Dado Largo 3/8"" 6ptas 7mm",5.0,PIEZA
3222,URR-5008H,"Dado Largo 3/8"" 6 ptas 1/4""",6.0,PIEZA
3223,URR-5008HM,"Dado Largo 3/8"" 6ptas 8mm",5.0,PIEZA
3224,URR-5009HM,"Dado Largo 3/8"" 6ptas 9mm",6.0,PIEZA
3225,URR-5010,"Dado Largo 3/8"" 12ptas 5/16""",0.0,PIEZA
3226,URR-5010H,"Dado Largo 3/8"" 6ptas 5/16""",6.0,PIEZA
3227,URR-5011HM,"Dado Largo 3/8"" 6ptas 11mm",6.0,PIEZA
3228,URR-5012H,"Dado Largo 3/8"" 6ptas 3/8""",3.0,PIEZA
3229,URR-5012HM,"Dado Largo 3/8"" 6 ptas 12mm",1.0,PIEZA
3230,URR-5014H,"Dado Largo 3/8"" 6ptas 7/16""",4.0,PIEZA
3231,URR-5014HM,"Dado Largo 3/8"" 6ptas 14mm",0.0,PIEZA
3232,URR-5015HM,"Dado Largo 3/8"" 6ptas 15mm",3.0,PIEZA
3233,URR-5016H,"Dado Largo 3/8"" 6ptas 1/2""",3.0,PIEZA
3234,URR-5016HM,"Dado Largo 3/8"" 6ptas 16mm",4.0,PIEZA
3235,URR-5017HM,"Dado Largo 3/8"" 6ptas 17mm",3.0,PIEZA
3236,URR-5018H,"Dado Largo 3/8"" 6ptas 9/16""",4.0,PIEZA
3237,URR-5018HM,"Dado Largo 3/8"" 6ptas 18mm",4.0,PIEZA
3238,URR-5019HM,"Dado Largo 3/8"" 6ptas 19mm",5.0,PIEZA
3239,URR-5020H,"Dado Largo 3/8"" 6ptas 5/8""",3.0,PIEZA
3240,URR-5020HM,"Dado Largo 3/8"" 6ptas 20mm",6.0,PIEZA
3241,URR-5021HM,"Dado Largo 3/8"" 6ptas 21mm",6.0,PIEZA
3242,URR-5022H,"Dado Largo 3/8"" 6ptas 11/16""",3.0,PIEZA
3243,URR-5022HM,"Dado Largo 3/8"" 6ptas 22mm",6.0,PIEZA
3244,URR-5023HM,"Dado Largo 3/8"" 6ptas 23mm",5.0,PIEZA
3245,URR-5024H,"Dado Largo 3/8"" 6ptas 3/4""",3.0,PIEZA
3246,URR-5026H,"Dado Largo 3/8"" 6 ptas 13/16""",3.0,PIEZA
3247,URR-5028H,"Dado Largo 3/8"" 6ptas 7/8""",4.0,PIEZA
3248,URR-5030H,"Dado Largo 3/8"" 6ptas 15/16""",5.0,PIEZA
3249,URR-5032H,"Dado Largo 3/8"" 6ptas 1""",5.0,PIEZA
3250,URR-5263,"Extension de 3/8"" x 18""",1.0,PIEZA
3251,URR-5311HM,"Dado Largo 1/2"" 6ptas 11mm",5.0,PIEZA
3252,URR-5312HM,"Dado Largo 1/2"" 6ptas 12mm",4.0,PIEZA
3253,URR-5314HM,"Dado Largo 1/2"" 6 Ptas 14mm",6.0,PIEZA
3254,URR-5315HM,"Dado Largo 1/2"" 6ptas 15mm",3.0,PIEZA
3255,URR-5316HM,"Dado Largo 1/2"" 6ptas 16mm",6.0,PIEZA
3256,URR-5317HM,"Dado Largo 1/2"" 6ptas 17mm",2.0,PIEZA
3257,URR-5318HM,"Dado Largo 1/2"" ptas 18mm",3.0,PIEZA
3258,URR-5319HM,"Dado Largo 1/2"" 6 Ptas 19mm",5.0,PIEZA
3259,URR-5320HM,"Dado Largo 1/2"" 6ptas 20mm",5.0,PIEZA
3260,URR-5322HM,"Dado Largo 1/2"" 6ptas 22mm",6.0,PIEZA
3261,URR-5323HM,"Dado Largo 1/2"" 6ptas 23mm",6.0,PIEZA
3262,URR-5324HM,"Dado Largo 1/2"" 6ptas 24mm",6.0,PIEZA
3263,URR-5325HM,"Dado Largo 1/2"" 6ptas 25mm",6.0,PIEZA
3264,URR-5326HM,"Dado Largo 1/2"" 6ptas 26mm",6.0,PIEZA
3265,URR-5327HM,"Dado Largo 1/2"" 6ptas 27mm",5.0,PIEZA
3266,URR-5330HM,"Dado Largo 1/2"" 6ptas 30mm",2.0,PIEZA
3267,URR-5439C,"Dados con Punta Torx 1/2"" 7pzas",0.0,JGO
3268,URR-54418M,"Dado 1/2"" Punta Hexagonal 8mm",0.0,PIEZA
3269,URR-6500X,Jgo. 3 Espatulas Flex Acero Inoxidable,1.0,PIEZA
3270,URR-7308M,"Dado de Impacto Largo 1/2"" 6ptas 8mm",4.0,PIEZA
3271,URR-7309M,"Dado de Impacto Largo 1/2"" 6ptas 9mm",6.0,PIEZA
3272,URR-7310M,"Dado de Impacto Largo 1/2"" 6ptas 10mm",0.0,PIEZA
3273,URR-7311M,"Dado de Impacto Largo 1/2"" 6ptas 11mm",6.0,PIEZA
3274,URR-7312M,"Dado de Impacto Largo 1/2"" 6ptas 12mm",4.0,PIEZA
3275,URR-7313M,"Dado de Impacto Largo 1/2"" 6 ptas 13mm",3.0,PIEZA
3276,URR-7315M,"Dado de Impacto Largo 1/2"" 6ptas 15mm",0.0,PIEZA
3277,URR-7316M,"Dado de Impacto Largo 1/2"" 6ptas 16mm",4.0,PIEZA
3278,URR-7317M,"Dado de Impacto Largo 1/2"" 6ptas 17mm",0.0,PIEZA
3279,URR-7318H,"Dado de impacto Largo 1/2"" 6ptas 9/16""",0.0,PIEZA
3280,URR-7318M,"Dado de Impacto Largo 1/2"" 6ptas 18mm",0.0,PIEZA
3281,URR-7320M,"Dado de Impacto Largo 1/2"" 6ptas 20mm",4.0,PIEZA
3282,URR-7323M,"Dado de Impacto Largo 1/2"" 6ptas 23mm",3.0,PIEZA
3283,URR-7326H,"Dado de Impacto Largo1/2"" 6ptas 13/16""",0.0,PIEZA
3284,URR-7327M,"Dado de Impacto Largo 1/2"" 6ptas 27mm",3.0,PIEZA
3285,URR-7328H,"Dado de Impacto Largo1/2"" 6ptas 7/8""",0.0,PIEZA
3286,URR-7328M,"Dado de Impacto Largo 1/2"" 6ptas 28mm",5.0,PIEZA
3287,URR-7330H,"Dado de Impacto Largo1/2"" 6ptas 15/16""",0.0,PIEZA
3288,URR-7426H,"Dado de Impacto 1/2"" 6ptas 13/16""",1.0,PIEZA
3289,URR-86A-3/4X12,"Cincel Corta Frío 3/4""x12""",5.0,PIEZA
3290,URR-886,Jgo p/Separar Masas y Baleros 14pzas,2.0,JGO
3291,URR-9604,"Desarmador Ámbar Plano 1/4"" x 4""",4.0,PIEZA
3292,URR-9606,"Desarmador Ámbar Plano 5/16"" x 6""",3.0,PIEZA
3293,URR-9608,"Desarmador Ámbar Plano 3/8"" x 8""",0.0,PIEZA
3294,URR-9616,"Desarmador Ámbar Plano 1/4"" x 6""",3.0,PIEZA
3295,URR-9622,"Desarmador Ámbar Cabinet 1/8"" x 2-1/2""",4.0,PIEZA
3296,URR-9624,"Desarmador Ámbar Cabinet 1/8"" x 4""",3.0,PIEZA
3297,URR-9632,"Desarmador Ámbar Cabinet 3/16""x4""",5.0,PIEZA
3298,URR-9634,"Desarmador Ámbar Cabinet 3/16"" x 6""",5.0,PIEZA
3299,URR-9652,"Desarmador Ámbar Trompo Plano 1/4""",6.0,PIEZA
3300,URR-9682,"Desarmador Ámbar Phillips #1-3/16""x3""",4.0,PIEZA
3301,URR-9683,"Desarmador Ambar Phillips #1 3/16"" x 8""",4.0,PIEZA
3302,URR-9684,"Desarmador Ambar Phillips #2 1/4""x4-1/4""",0.0,PIEZA
3303,URR-9685,"Desarmador Ambar Phillips #2 1/4"" x 8""",0.0,PIEZA
3304,URR-9686,"Desarmador Ambar Phillips #3 5/16"" x 6""",3.0,PIEZA
3305,URR-9804,"Desarmador Ámbar Plano 1/4"" x 4""",0.0,PIEZA
3306,URR-9806,"Desarmador Ámbar Plano 5/16"" x 6""",3.0,PIEZA
3307,URR-9810,"Desarmador Ambar Plano 3/8"" x 10""",0.0,PIEZA
3308,URR-9812,"Desarmador Ambar Plano 3/8"" x 12""",0.0,PIEZA
3309,URR-DM60,Distanciómetro Láser 60m,0.0,PIEZA
3310,URR-EMB1,Embudo Anti-Salpicaduras 3L,0.0,PIEZA
3311,URR-I27C8,"Gabinete Móvil Integrado 8 Gavetas 27""",0.0,JGO
3312,URR-LCU100,Linterna LED para Cabeza 100lm,1.0,PIEZA
3313,URR-LF500,"Llave para Filtros Universales 3-1/8""",0.0,PIEZA
3314,URR-SR10M,Extractor de Pernos Roscados MM 10pzas,0.0,JGO
3315,URR-SR10S,Extractor de Pernos Roscados STD 10pzas,0.0,JGO
3316,URR-UP871,"Mototool Neumático 3/8"" 2200rpm",0.0,PIEZA
3317,URR-UP886HKM,"Matraca Neumática 1/2"" con Dados MM 12pz",0.0,JGO
3320,UG2000D,Lavadora de Pistolas,0.0,PIEZA
3323,B-151,"Bieletero Profesional 19"" 12 Medidas",0.0,JGO
3324,C-88SRTT,Medidor de Compresión Autos y Motos,0.0,JGO
3325,VJ1312A,Llave p/Quitar Tapa de Bomba de Gasolina,2.0,PIEZA
3326,VJ1525,"Ajustador para Tensor de Banda VW, Audi",3.0,PIEZA
3327,VJ1562,"Dado de Impacto 3/4"" x M18",4.0,PIEZA
3328,VJ4196,Probador de Circuitos de ECU Corto,0.0,PIEZA
